Street Name,Ward Name,Postcode,Switch Regime,Wattage,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Organisation URI,Last Uploaded
ALAN CHEALES WAY,KENTISH TOWN,NW5,35/18,21,527823,185169,-0.157803,51.550942,Plotted By Council Officer,"(51.550942, -0.157803)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
ARLINGTON ROAD,CAMDEN TOWN,NW1,35/18,104,528883,183694,-0.143063,51.537446,Plotted By Council Officer,"(51.537446, -0.143063)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
CUMBERLAND MARKET,REGENT'S PARK,NW1,35/18,60,529003,182803,-0.14166,51.529411,Plotted By Council Officer,"(51.529411, -0.14166)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
RODERICK ROAD,GOSPEL OAK,NW3,35/18,60,527820,185502,-0.157725,51.553936,Plotted By Council Officer,"(51.553936, -0.157725)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
UPPER PARK ROAD,GOSPEL OAK,NW3,35/18,90,527625,185267,-0.160621,51.551868,Plotted By Council Officer,"(51.551868, -0.160621)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
GREENCROFT GARDENS,SWISS COTTAGE,NW6,35/18,60,525729,184237,-0.188321,51.543036,Plotted By Council Officer,"(51.543036, -0.188321)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
KILBURN HIGH ROAD,KILBURN,"NW6, NW2",35/18,150,525453,183594,-0.192528,51.537319,Plotted By Council Officer,"(51.537319, -0.192528)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
BELSIZE SQUARE,BELSIZE,NW3,35/18,60,526952,184765,-0.170504,51.547508,Plotted By Council Officer,"(51.547508, -0.170504)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
GREENCROFT GARDENS,SWISS COTTAGE,NW6,35/18,60,525908,184249,-0.185737,51.543104,Plotted By Council Officer,"(51.543104, -0.185737)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
LYNDHURST ROAD,HAMPSTEAD TOWN,NW3,35/18,60,526777,185313,-0.172829,51.552472,Plotted By Council Officer,"(51.552472, -0.172829)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
SAVERNAKE ROAD,GOSPEL OAK,NW3,35/18,60,528036,185704,-0.154538,51.555702,Plotted By Council Officer,"(51.555702, -0.154538)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
TORRIANO COTTAGES,KENTISH TOWN,NW5,70/35,125,529528,185093,-0.133253,51.549871,Plotted By Council Officer,"(51.549871, -0.133253)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
GRAY'S INN ROAD,KING'S CROSS,WC1,35/18,140,530651,182543,-0.118012,51.526696,Plotted By Council Officer,"(51.526696, -0.118012)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
ETON AVENUE,BELSIZE,NW3,35/18,96,527114,184474,-0.168274,51.544856,Plotted By Council Officer,"(51.544856, -0.168274)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
BLOOMSBURY WAY,HOLBORN AND COVENT GARDEN,WC1,35/18,90,530360,181597,-0.122554,51.518262,Plotted By Council Officer,"(51.518262, -0.122554)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
TAVITON STREET,BLOOMSBURY,WC1,35/18,60,529672,182456,-0.132148,51.52614,Plotted By Council Officer,"(51.52614, -0.132148)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
ROSSLYN HILL,HAMPSTEAD TOWN,NW3,35/18,90,527092,185343,-0.168277,51.552671,Plotted By Council Officer,"(51.552671, -0.168277)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
BRACKNELL WAY,FROGNAL AND FITZJOHNS,NW3,35/18,21,525592,185611,-0.189805,51.555415,Plotted By Council Officer,"(51.555415, -0.189805)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
ST PANCRAS WAY,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529596,183705,-0.132784,51.537382,Plotted By Council Officer,"(51.537382, -0.132784)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
GRAFTON ROAD,GOSPEL OAK,NW5,35/18,90,528349,185233,-0.150197,51.551398,Plotted By Council Officer,"(51.551398, -0.150197)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
KEATS GROVE,HAMPSTEAD TOWN,NW3,35/18,60,527177,185701,-0.166922,51.555869,Plotted By Council Officer,"(51.555869, -0.166922)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
BLOOMSBURY WAY,HOLBORN AND COVENT GARDEN,WC1,35/18,90,530323,181584,-0.123092,51.518153,Plotted By Council Officer,"(51.518153, -0.123092)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
ETON ROAD,HAVERSTOCK,NW3,35/18,60,527896,184629,-0.156946,51.546073,Plotted By Council Officer,"(51.546073, -0.156946)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
HAMMOND STREET,KENTISH TOWN,NW5,35/18,90,529157,185023,-0.138627,51.549327,Plotted By Council Officer,"(51.549327, -0.138627)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
PROVOST ROAD,HAVERSTOCK,NW3,35/18,60,527904,184473,-0.156888,51.544669,Plotted By Council Officer,"(51.544669, -0.156888)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
CHETWYND ROAD,HIGHGATE,NW5,35/18,90,528845,186028,-0.142756,51.55843,Plotted By Council Officer,"(51.55843, -0.142756)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
BERTRAM STREET,HIGHGATE,N19,35/18,60,528801,186546,-0.143201,51.563095,Plotted By Council Officer,"(51.563095, -0.143201)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
CAMLEY STREET,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,90,529892,183523,-0.128586,51.535678,Plotted By Council Officer,"(51.535678, -0.128586)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
DOMBEY STREET,HOLBORN AND COVENT GARDEN,WC1,70/35,100,530610,181916,-0.118835,51.521071,Plotted By Council Officer,"(51.521071, -0.118835)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
GUILFORD STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,140,530724,182250,-0.117069,51.524046,Plotted By Council Officer,"(51.524046, -0.117069)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
RED LION SQUARE,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530608,181733,-0.118932,51.519427,Plotted By Council Officer,"(51.519427, -0.118932)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
LYNDHURST GARDENS,HAMPSTEAD TOWN,NW3,35/18,60,526905,185164,-0.171037,51.551104,Plotted By Council Officer,"(51.551104, -0.171037)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
WARREN STREET,BLOOMSBURY,W1,35/18,60,529115,182206,-0.140265,51.52402,Plotted By Council Officer,"(51.52402, -0.140265)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
UPPER PARK ROAD,GOSPEL OAK,NW3,35/18,90,527548,184970,-0.161839,51.549216,Plotted By Council Officer,"(51.549216, -0.161839)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
LOVERIDGE MEWS,WEST HAMPSTEAD,NW6,35/18,61,524742,184590,-0.202421,51.546428,Plotted By Council Officer,"(51.546428, -0.202421)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
BOUNDARY ROAD,SWISS COTTAGE,NW8,35/18,90,526313,183862,-0.180038,51.539536,Plotted By Council Officer,"(51.539536, -0.180038)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
GREENCROFT GARDENS,SWISS COTTAGE,NW6,35/18,60,526266,184514,-0.180482,51.545406,Plotted By Council Officer,"(51.545406, -0.180482)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PANCRAS ROAD,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,140,529795,183372,-0.130039,51.534343,Plotted By Council Officer,"(51.534343, -0.130039)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
CAMDEN HIGH STREET,CAMDEN TOWN,NW1,35/18,54,528885,183894,-0.142961,51.539243,Plotted By Council Officer,"(51.539243, -0.142961)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
LEIGH STREET,KING'S CROSS,WC1,35/18,90,530116,182493,-0.125738,51.52637,Plotted By Council Officer,"(51.52637, -0.125738)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
CHALK FARM ROAD,CAMDEN TOWN,NW1,70/35,90,528592,184246,-0.147055,51.542473,Plotted By Council Officer,"(51.542473, -0.147055)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
GRAY'S INN ROAD,KING'S CROSS,WC1,35/18,140,530910,182144,-0.114429,51.52305,Plotted By Council Officer,"(51.52305, -0.114429)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
RAGLAN STREET,KENTISH TOWN,NW5,35/18,60,528909,185016,-0.142204,51.549321,Plotted By Council Officer,"(51.549321, -0.142204)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
MARQUIS ROAD,CANTELOWES,NW1,35/18,50,529993,184413,-0.126802,51.543653,Plotted By Council Officer,"(51.543653, -0.126802)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
GRAY'S INN ROAD,KING'S CROSS,WC1,35/18,140,530780,182330,-0.116232,51.524752,Plotted By Council Officer,"(51.524752, -0.116232)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
ST CROSS STREET,HOLBORN AND COVENT GARDEN,EC1,35/18,60,531265,181871,-0.109416,51.520515,Plotted By Council Officer,"(51.520515, -0.109416)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
FAIRFAX ROAD,SWISS COTTAGE,NW6,35/18,96,526372,184257,-0.179046,51.543073,Plotted By Council Officer,"(51.543073, -0.179046)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
LANGTRY ROAD,KILBURN,NW6,35/18,60,525639,183644,-0.18983,51.537727,Plotted By Council Officer,"(51.537727, -0.18983)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
ARGYLE SQUARE,KING'S CROSS,WC1,35/18,90,530303,182807,-0.122928,51.529149,Plotted By Council Officer,"(51.529149, -0.122928)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
LISSENDEN GARDENS,HIGHGATE,NW5,35/18,60,528381,185889,-0.149496,51.557286,Plotted By Council Officer,"(51.557286, -0.149496)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
ABBEY ROAD,WEST HAMPSTEAD,NW8,70/35,65,525983,183680,-0.184859,51.537974,Plotted By Council Officer,"(51.537974, -0.184859)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
NETHERWOOD STREET,KILBURN,NW6,35/18,90,525180,184529,-0.19613,51.545783,Plotted By Council Officer,"(51.545783, -0.19613)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
ADELAIDE ROAD,HAVERSTOCK,NW3,35/18,90,528031,184396,-0.155085,51.543948,Plotted By Council Officer,"(51.543948, -0.155085)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
NEW OXFORD STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,140,530099,181454,-0.126367,51.517037,Plotted By Council Officer,"(51.517037, -0.126367)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
UPPER PARK ROAD,GOSPEL OAK,NW3,35/18,90,527613,185303,-0.160781,51.552194,Plotted By Council Officer,"(51.552194, -0.160781)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
RONA ROAD,GOSPEL OAK,NW3,35/18,60,528051,185674,-0.154332,51.555429,Plotted By Council Officer,"(51.555429, -0.154332)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
VALE OF HEALTH,HAMPSTEAD TOWN,NW3,35/18,60,526512,186539,-0.176208,51.56355,Plotted By Council Officer,"(51.56355, -0.176208)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
HARRISON STREET,KING'S CROSS,WC1,35/18,60,530490,182656,-0.12029,51.527749,Plotted By Council Officer,"(51.527749, -0.12029)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
HOLMES ROAD,KENTISH TOWN,NW5,35/18,96,528971,185003,-0.141315,51.54919,Plotted By Council Officer,"(51.54919, -0.141315)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
LADY MARGARET ROAD,KENTISH TOWN,NW5,35/18,90,529223,185452,-0.137518,51.553167,Plotted By Council Officer,"(51.553167, -0.137518)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
CHALK FARM ROAD,CAMDEN TOWN,NW1,70/35,90,528472,184280,-0.148772,51.542806,Plotted By Council Officer,"(51.542806, -0.148772)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
MAZENOD AVENUE,KILBURN,NW6,35/18,60,525324,184007,-0.19424,51.541059,Plotted By Council Officer,"(51.541059, -0.19424)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
ETON ROAD,HAVERSTOCK,NW3,35/18,60,527802,184515,-0.158343,51.54507,Plotted By Council Officer,"(51.54507, -0.158343)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
BEDFORD WAY,BLOOMSBURY,WC1,35/18,90,530008,182090,-0.127443,51.522773,Plotted By Council Officer,"(51.522773, -0.127443)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
CAROL STREET,CAMDEN TOWN,NW1,35/18,61,529062,183873,-0.140418,51.539014,Plotted By Council Officer,"(51.539014, -0.140418)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
FROGNAL LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,525837,185420,-0.186341,51.553644,Plotted By Council Officer,"(51.553644, -0.186341)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
FAIRHAZEL GARDENS,SWISS COTTAGE,NW6,35/18,60,526004,184510,-0.18426,51.545429,Plotted By Council Officer,"(51.545429, -0.18426)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
HEATH HURST ROAD,HAMPSTEAD TOWN,NW3,35/18,60,527214,185622,-0.166418,51.555151,Plotted By Council Officer,"(51.555151, -0.166418)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
CANFIELD GARDENS,SWISS COTTAGE,NW6,35/18,54,525911,184350,-0.185657,51.544011,Plotted By Council Officer,"(51.544011, -0.185657)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
FREDERICK STREET,KING'S CROSS,WC1,35/18,90,530649,182669,-0.117994,51.527829,Plotted By Council Officer,"(51.527829, -0.117994)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
FITZROY STREET,BLOOMSBURY,W1,35/18,90,529256,181969,-0.13832,51.521858,Plotted By Council Officer,"(51.521858, -0.13832)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
ST PAUL'S CRESCENT,CANTELOWES,NW1,35/18,90,529830,184348,-0.129175,51.543107,Plotted By Council Officer,"(51.543107, -0.129175)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,529209,183521,-0.138428,51.535817,Plotted By Council Officer,"(51.535817, -0.138428)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
ANGLERS LANE,KENTISH TOWN,NW5,35/18,60,528830,184740,-0.143444,51.546858,Plotted By Council Officer,"(51.546858, -0.143444)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
MECKLENBURGH SQUARE,KING'S CROSS,WC1,35/18,90,530663,182410,-0.117888,51.525498,Plotted By Council Officer,"(51.525498, -0.117888)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
REGAL LANE,CAMDEN TOWN,NW1,70/35,125,528481,183660,-0.148868,51.537232,Plotted By Council Officer,"(51.537232, -0.148868)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
BILLY FURY WAY,WEST HAMPSTEAD,NW6,35/18,29,525808,184866,-0.186957,51.548672,Plotted By Council Officer,"(51.548672, -0.186957)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
ETON COLLEGE ROAD,HAVERSTOCK,NW3,35/18,60,527965,184487,-0.156004,51.544781,Plotted By Council Officer,"(51.544781, -0.156004)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
OAK HILL WAY,FROGNAL AND FITZJOHNS,NW3,35/18,61,526069,185978,-0.182797,51.558607,Plotted By Council Officer,"(51.558607, -0.182797)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
SHAFTESBURY AVENUE,HOLBORN AND COVENT GARDEN,WC2,35/18,90,530080,181276,-0.126706,51.515441,Plotted By Council Officer,"(51.515441, -0.126706)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
HOWITT ROAD,BELSIZE,NW3,35/18,60,527261,184870,-0.166012,51.548382,Plotted By Council Officer,"(51.548382, -0.166012)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
MALET STREET,BLOOMSBURY,WC1,35/18,90,529917,181811,-0.128857,51.520287,Plotted By Council Officer,"(51.520287, -0.128857)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,529256,183443,-0.13778,51.535105,Plotted By Council Officer,"(51.535105, -0.13778)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
MAYGROVE ROAD,WEST HAMPSTEAD,NW6,70/35,50,525249,184745,-0.195058,51.547709,Plotted By Council Officer,"(51.547709, -0.195058)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
HAVERSTOCK HILL,HAVERSTOCK,NW3,35/18,90,527256,185196,-0.165966,51.551313,Plotted By Council Officer,"(51.551313, -0.165966)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
BEDFORD SQUARE,BLOOMSBURY,WC1,70/35,100,529838,181596,-0.130074,51.518373,Plotted By Council Officer,"(51.518373, -0.130074)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
HILGROVE ROAD,SWISS COTTAGE,NW6,35/18,50,526539,184102,-0.176695,51.541642,Plotted By Council Officer,"(51.541642, -0.176695)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
WICKLOW STREET,KING'S CROSS,WC1,35/18,90,530758,182896,-0.116339,51.529844,Plotted By Council Officer,"(51.529844, -0.116339)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
LISBURNE ROAD,GOSPEL OAK,NW3,35/18,60,527724,185672,-0.159047,51.555485,Plotted By Council Officer,"(51.555485, -0.159047)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
